Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,name,Customerid
INN03928,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,2018,12,10,Online,0,0,0,68.07,1,Not_Canceled,Joshua Robles,3928
INN03929,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled,John Wilson,3929
INN03930,1,2,0,1,Meal Plan 1,0,Room_Type 6,0,2017,8,8,Online,0,0,0,153,0,Not_Canceled,Mallory Wright,3930
INN03931,0,2,2,2,Meal Plan 1,0,Room_Type 2,87,2018,5,29,Online,0,0,0,112.01,1,Not_Canceled,Carla Hubbard,3931
INN03932,2,2,0,1,Meal Plan 1,0,Room_Type 6,15,2018,5,6,Online,0,0,0,221,0,Canceled,Thomas Lopez,3932
INN03933,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2017,12,30,Offline,0,0,0,70,0,Not_Canceled,Alice Williams,3933
INN03934,2,0,0,1,Meal Plan 1,0,Room_Type 1,82,2017,11,21,Online,0,0,0,72.25,0,Not_Canceled,Emily Patel,3934
INN03935,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,4,23,Online,0,0,0,114,0,Not_Canceled,Ronnie Jackson DVM,3935
INN03936,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,2018,8,4,Online,0,0,0,135.9,0,Canceled,David Gray,3936
INN03937,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,6,10,Offline,0,0,0,80.75,0,Not_Canceled,Taylor Fuentes,3937
INN03938,2,1,2,3,Meal Plan 1,0,Room_Type 1,103,2018,8,13,Online,0,0,0,134.1,0,Canceled,Joseph Morrow,3938
INN03939,2,2,1,2,Meal Plan 1,0,Room_Type 6,118,2018,7,29,Online,0,0,0,183.3,0,Canceled,Brandon Curry,3939
INN03940,2,0,1,3,Meal Plan 1,0,Room_Type 2,352,2018,12,29,Online,0,0,0,73.74,0,Canceled,John Hoover,3940
INN03941,2,0,0,3,Meal Plan 1,0,Room_Type 1,114,2018,6,1,Offline,0,0,0,75,1,Not_Canceled,Tyler Wells,3941
INN03942,2,0,2,1,Meal Plan 1,0,Room_Type 2,44,2018,4,23,Offline,0,0,0,95,0,Not_Canceled,Dillon Buck,3942
INN03943,3,0,0,3,Meal Plan 1,0,Room_Type 1,85,2018,3,30,Offline,0,0,0,114.4,1,Not_Canceled,Eric Carroll,3943
INN03944,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Corporate,0,0,0,65,0,Not_Canceled,Katherine Ortiz,3944
INN03945,2,0,0,2,Meal Plan 1,1,Room_Type 1,9,2017,8,20,Online,0,0,0,99,3,Not_Canceled,Stephen Forbes,3945
INN03946,2,0,0,2,Not Selected,0,Room_Type 1,1,2017,9,29,Online,0,0,0,91.2,0,Not_Canceled,Amber Phillips,3946
INN03947,2,0,1,1,Meal Plan 1,0,Room_Type 1,68,2018,7,18,Online,0,0,0,105.3,1,Not_Canceled,Jessica Farmer,3947
INN03948,2,0,0,4,Meal Plan 1,0,Room_Type 1,235,2018,11,29,Online,0,0,0,73.95,1,Canceled,Danny Rice,3948
INN03949,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Online,0,0,0,115,1,Canceled,Jason Lee,3949
INN03950,2,1,1,2,Meal Plan 1,0,Room_Type 1,51,2018,8,22,Online,0,0,0,152.1,1,Not_Canceled,Monica Moreno,3950
INN03951,2,0,1,3,Meal Plan 1,0,Room_Type 1,164,2018,5,2,Online,0,0,0,99.45,0,Canceled,Edward Johnson,3951
INN03952,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,4,4,Online,0,0,0,101,2,Not_Canceled,Mr. Philip Bentley MD,3952
INN03953,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,2018,2,20,Online,0,0,0,109,2,Not_Canceled,Amanda Petersen,3953
INN03954,2,0,0,5,Not Selected,0,Room_Type 1,7,2018,10,4,Online,0,0,0,140,1,Not_Canceled,Anne Willis,3954
INN03955,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,4,2,Offline,0,0,0,110.24,0,Not_Canceled,Alicia Martin,3955
INN03956,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled,Alex Fitzgerald,3956
INN03957,2,0,2,0,Not Selected,0,Room_Type 1,74,2018,11,13,Online,0,0,0,79.2,2,Not_Canceled,Lisa Wood DDS,3957
INN03958,2,0,1,3,Meal Plan 1,0,Room_Type 4,82,2018,4,14,Online,0,0,0,103.7,1,Canceled,John Castillo,3958
INN03959,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2017,8,19,Corporate,0,0,0,65,0,Not_Canceled,David Taylor,3959
INN03960,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,2018,6,20,Online,0,0,0,101.7,1,Canceled,Nicole Simmons,3960
INN03961,2,0,0,2,Meal Plan 1,0,Room_Type 1,72,2018,11,9,Online,0,0,0,175.5,2,Not_Canceled,Michael Jones,3961
INN03962,2,0,2,3,Meal Plan 1,1,Room_Type 4,17,2018,12,2,Online,0,0,0,107.09,2,Not_Canceled,Felicia Baldwin,3962
INN03963,2,2,2,4,Meal Plan 1,0,Room_Type 6,13,2018,11,13,Online,0,0,0,147.9,0,Canceled,Benjamin Baker,3963
INN03964,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Online,0,0,0,75,0,Canceled,Lisa Cantu,3964
INN03965,2,0,1,2,Meal Plan 1,0,Room_Type 4,38,2018,11,4,Online,0,0,0,118,2,Not_Canceled,Brandy Gonzalez,3965
INN03966,2,0,0,3,Meal Plan 1,0,Room_Type 1,125,2018,11,1,Online,0,0,0,90,2,Not_Canceled,Michael Davis,3966
INN03967,1,0,0,1,Meal Plan 1,1,Room_Type 1,28,2018,7,14,Corporate,0,0,0,67,0,Not_Canceled,Vanessa Nelson,3967
INN03968,2,0,2,0,Meal Plan 1,0,Room_Type 4,12,2018,9,25,Online,0,0,0,164,0,Canceled,Mrs. Elizabeth Hanson,3968
INN03969,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,9,7,Online,0,0,0,75.24,0,Not_Canceled,Patricia Sullivan,3969
INN03970,1,0,1,0,Not Selected,0,Room_Type 1,24,2018,11,20,Online,0,0,0,60.06,1,Not_Canceled,Elizabeth Rogers,3970
INN03971,1,0,2,2,Meal Plan 1,0,Room_Type 4,6,2018,7,3,Online,0,0,0,156.5,1,Not_Canceled,Kevin Brennan,3971
INN03972,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Online,0,0,0,105,0,Canceled,Taylor Cooper,3972
INN03973,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,2,25,Online,0,0,0,80.8,0,Not_Canceled,Mike Smith,3973
INN03974,0,2,0,2,Meal Plan 1,0,Room_Type 2,66,2018,10,20,Online,0,0,0,108,1,Not_Canceled,Caleb Gordon,3974
INN03975,2,0,0,4,Not Selected,0,Room_Type 1,48,2018,2,24,Online,0,0,0,51.09,0,Not_Canceled,Andrew Reynolds,3975
INN03976,0,2,2,2,Meal Plan 1,0,Room_Type 2,241,2018,10,29,Online,0,0,0,81.76,1,Not_Canceled,Taylor Guzman,3976
INN03977,2,0,2,3,Meal Plan 1,0,Room_Type 4,62,2018,9,18,Online,0,0,0,149.4,0,Not_Canceled,Victoria Bowman,3977
INN03978,2,0,2,1,Meal Plan 1,0,Room_Type 4,45,2018,4,17,Online,0,0,0,112.8,1,Canceled,Nathaniel Fisher,3978
INN03979,3,0,0,1,Meal Plan 2,0,Room_Type 4,133,2018,7,23,Online,0,0,0,189,0,Canceled,Laurie Brown,3979
INN03980,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,11,11,Online,0,0,0,97.2,0,Not_Canceled,Timothy Clark DDS,3980
INN03981,3,0,2,5,Meal Plan 2,0,Room_Type 4,54,2018,8,24,Online,0,0,0,208.41,1,Canceled,Christine Moore,3981
INN03982,2,0,0,3,Not Selected,0,Room_Type 1,35,2018,2,11,Online,0,0,0,67.5,0,Canceled,Andrew Ryan,3982
INN03983,2,0,2,3,Meal Plan 1,0,Room_Type 1,157,2018,3,19,Online,0,0,0,90,1,Not_Canceled,Stephanie Price,3983
INN03984,2,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,2,6,Online,0,0,0,57,0,Canceled,Nathaniel Stone,3984
INN03985,2,0,1,2,Meal Plan 1,0,Room_Type 1,152,2018,8,1,Offline,0,0,0,72.25,0,Not_Canceled,Martin Zimmerman,3985
INN03986,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2018,3,14,Online,0,0,0,81.9,0,Not_Canceled,Julie Jones,3986
INN03987,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120,0,Canceled,Tyler Kramer,3987
INN03988,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2018,2,21,Online,0,0,0,65.06,1,Not_Canceled,Heather Young,3988
INN03989,2,1,2,1,Not Selected,0,Room_Type 1,67,2017,12,5,Online,0,0,0,112.9,3,Not_Canceled,Melissa Wagner,3989
INN03990,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,102.6,2,Not_Canceled,Roy Smith,3990
INN03991,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Online,0,0,0,90,0,Canceled,Jennifer Smith,3991
INN03992,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,2018,10,16,Online,0,0,0,115,0,Canceled,Michelle Patel,3992
INN03993,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2017,11,11,Online,0,0,0,101,2,Not_Canceled,Sabrina Ware,3993
INN03994,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,9,16,Online,0,0,0,149,1,Not_Canceled,Tina Lloyd,3994
INN03995,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115,0,Canceled,Melissa Franklin,3995
INN03996,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Online,0,0,0,108,0,Canceled,Rachel Smith,3996
INN03997,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled,Jordan Oliver,3997
INN03998,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Online,0,0,0,75,0,Canceled,Tammy Johnston PhD,3998
INN03999,3,0,2,0,Meal Plan 1,0,Room_Type 1,37,2018,4,3,Online,0,0,0,150.3,0,Canceled,David Turner,3999
INN04000,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled,Daniel Zamora,4000
INN04001,2,0,0,4,Meal Plan 1,0,Room_Type 1,44,2018,9,20,Online,0,0,0,101.52,0,Not_Canceled,Angelica Mckinney,4001
INN04002,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Online,0,0,0,115,0,Canceled,Brandon Haney,4002
INN04003,2,0,0,2,Not Selected,0,Room_Type 2,99,2018,4,8,Online,0,0,0,85.5,1,Canceled,Jessica Smith,4003
INN04004,2,0,2,2,Meal Plan 1,0,Room_Type 1,33,2018,4,16,Online,0,0,0,103.05,1,Not_Canceled,Melinda Roberts,4004
INN04005,3,0,2,3,Meal Plan 2,0,Room_Type 1,165,2018,8,19,Online,0,0,0,180.2,0,Canceled,Robert Allen,4005
INN04006,2,0,2,5,Meal Plan 1,0,Room_Type 1,90,2017,11,24,Online,0,0,0,72.25,2,Not_Canceled,Brian Perry,4006
INN04007,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,9,19,Online,0,0,0,144,0,Canceled,Dr. Anthony Cowan,4007
INN04008,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,1,30,Online,0,0,0,55.24,0,Not_Canceled,Kristin Bauer,4008
INN04009,2,0,2,2,Meal Plan 1,0,Room_Type 1,138,2018,4,23,Online,0,0,0,90.95,0,Not_Canceled,Jesus Riddle,4009
INN04010,2,2,2,5,Meal Plan 1,1,Room_Type 6,61,2018,9,7,Online,0,0,0,207.64,1,Not_Canceled,Jennifer Frey,4010
INN04011,2,0,1,1,Meal Plan 2,0,Room_Type 1,16,2017,8,15,Offline,0,0,0,104,0,Not_Canceled,Jean Sims,4011
INN04012,1,0,0,3,Meal Plan 1,0,Room_Type 1,13,2017,8,20,Online,0,0,0,80,1,Canceled,Elizabeth Evans,4012
INN04013,3,0,2,3,Meal Plan 1,0,Room_Type 4,55,2018,3,20,Online,0,0,0,124.1,2,Not_Canceled,Joseph Hunter,4013
INN04014,2,0,1,4,Meal Plan 1,0,Room_Type 4,12,2018,3,30,Online,0,0,0,140,0,Canceled,Douglas Hill,4014
INN04015,1,0,1,1,Not Selected,0,Room_Type 1,13,2018,12,19,Online,0,0,0,78,0,Not_Canceled,Anna Nash,4015
INN04016,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,2,Corporate,1,0,5,65,0,Not_Canceled,Kimberly Sanchez,4016
INN04017,2,1,0,2,Meal Plan 1,0,Room_Type 1,70,2018,12,9,Offline,0,0,0,80.33,0,Not_Canceled,Angie Schultz,4017
INN04018,2,1,0,1,Meal Plan 1,0,Room_Type 1,11,2018,12,6,Online,0,0,0,124,0,Not_Canceled,Kyle Terry,4018
INN04019,2,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,7,18,Online,0,0,0,130.68,1,Not_Canceled,Kelly Turner,4019
INN04020,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled,Holly Bennett,4020
INN04021,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85,0,Not_Canceled,Rachel Hill,4021
INN04022,2,0,2,2,Meal Plan 1,0,Room_Type 4,69,2018,4,17,Online,0,0,0,110.08,2,Not_Canceled,Anthony Morris,4022
INN04023,2,0,1,2,Meal Plan 1,0,Room_Type 1,79,2018,3,28,Online,0,0,0,87.3,1,Not_Canceled,Jane Ruiz,4023
INN04024,2,0,2,3,Meal Plan 1,0,Room_Type 4,82,2018,5,21,Offline,0,0,0,90.95,0,Not_Canceled,Michael Parker,4024
INN04025,2,0,1,3,Not Selected,0,Room_Type 1,84,2018,10,31,Online,0,0,0,79.43,2,Not_Canceled,Kelly Mcdonald,4025
INN04026,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110,0,Canceled,Kimberly Kirk,4026
INN04027,2,0,2,5,Not Selected,0,Room_Type 1,258,2018,10,2,Online,0,0,0,90.1,0,Canceled,Megan Young DDS,4027
INN04028,3,0,2,1,Meal Plan 1,0,Room_Type 4,114,2018,5,15,Offline,0,0,0,115.6,1,Not_Canceled,Jacqueline Jimenez,4028
INN04029,2,0,1,3,Meal Plan 1,0,Room_Type 1,114,2018,7,11,Online,0,0,0,81.26,0,Not_Canceled,William Estrada,4029
INN04030,2,0,2,5,Meal Plan 1,0,Room_Type 4,123,2018,8,1,Offline,0,0,0,91.7,0,Not_Canceled,Natalie Guerra,4030
INN04031,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,12,7,Online,0,0,0,81.3,0,Not_Canceled,Anna Walker,4031
INN04032,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled,Donald Sweeney,4032
INN04033,3,0,0,3,Meal Plan 1,0,Room_Type 1,40,2017,10,7,Online,0,0,0,99.71,2,Not_Canceled,Bobby Klein,4033
INN04034,2,0,2,5,Meal Plan 1,0,Room_Type 4,146,2018,8,20,Online,0,0,0,116.23,3,Not_Canceled,Tara Wagner,4034
INN04035,3,0,0,2,Meal Plan 1,0,Room_Type 4,24,2018,7,26,Online,0,0,0,187,0,Canceled,John Cantu,4035
INN04036,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110,0,Canceled,Janet Clark,4036
INN04037,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,22,Online,0,0,0,91,0,Not_Canceled,Michael Russell,4037
INN04038,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,5,4,Corporate,1,1,5,67,1,Not_Canceled,Robert Green,4038
INN04039,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90,0,Not_Canceled,Allison Beasley,4039
INN04040,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70,0,Not_Canceled,Anthony Gomez,4040
INN04041,2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,Canceled,Chris Holloway,4041
INN04042,2,0,0,1,Meal Plan 1,0,Room_Type 6,25,2018,5,19,Online,0,0,0,221,0,Canceled,Michael Lindsey,4042
INN04043,2,1,1,2,Meal Plan 1,0,Room_Type 4,48,2018,12,23,Online,0,0,0,138.6,1,Not_Canceled,Alexander Gomez,4043
INN04044,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled,Jonathan Brown,4044
INN04045,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,2018,9,12,Offline,0,0,0,120,0,Not_Canceled,Carmen Blankenship,4045
INN04046,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,10,13,Offline,0,0,0,109.65,0,Not_Canceled,Kimberly Fernandez,4046
INN04047,2,0,4,11,Not Selected,0,Room_Type 1,35,2018,11,29,Online,0,0,0,74.8,2,Canceled,Danielle Jones DVM,4047
INN04048,2,0,1,3,Meal Plan 1,0,Room_Type 1,13,2018,5,30,Online,0,0,0,85.32,0,Not_Canceled,Paul Gonzalez,4048
INN04049,2,0,0,4,Meal Plan 1,0,Room_Type 1,140,2018,6,15,Offline,0,0,0,80.75,0,Not_Canceled,Jesus Davila,4049
INN04050,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,4,22,Online,0,0,0,91.44,1,Not_Canceled,Robert Wright,4050
INN04051,3,0,2,1,Meal Plan 1,0,Room_Type 4,49,2018,10,15,Online,0,0,0,158.4,1,Canceled,Joshua Green,4051
INN04052,3,0,0,1,Meal Plan 1,0,Room_Type 4,203,2018,8,27,Online,0,0,0,137.7,1,Canceled,Katie Williams,4052
INN04053,2,0,1,2,Not Selected,0,Room_Type 1,13,2018,10,17,Online,0,0,0,140,2,Not_Canceled,Candace Martinez,4053
INN04054,2,0,1,2,Not Selected,0,Room_Type 1,52,2018,7,18,Online,0,0,0,94.5,0,Canceled,Jon Roach,4054
INN04055,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,22,Complementary,1,0,2,0,0,Not_Canceled,Anita Simmons,4055
INN04056,2,0,0,2,Not Selected,0,Room_Type 1,18,2018,2,26,Online,0,0,0,81,0,Not_Canceled,Jose Hopkins,4056
INN04057,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,12,9,Online,0,0,0,93.6,1,Not_Canceled,Margaret Le,4057
INN04058,2,0,0,4,Meal Plan 1,0,Room_Type 1,129,2018,5,10,Online,0,0,0,99.45,0,Not_Canceled,Matthew Moore,4058
INN04059,2,0,1,2,Meal Plan 1,0,Room_Type 1,163,2018,9,12,Online,0,0,0,126.9,2,Canceled,Jessica Atkins,4059
INN04060,2,0,2,3,Meal Plan 1,0,Room_Type 1,66,2018,11,25,Online,0,0,0,88.4,3,Not_Canceled,Catherine Ortega,4060
INN04061,1,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,73,0,Not_Canceled,Robin Phillips,4061
INN04062,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled,Terry Daniel,4062
INN04063,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,7,5,Online,0,0,0,149,1,Not_Canceled,Aaron Adams,4063
INN04064,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,112,1,Canceled,William Rodriguez,4064
INN04065,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,2,13,Offline,0,0,0,85,0,Not_Canceled,Brian Cook,4065
INN04066,2,0,0,4,Not Selected,1,Room_Type 1,8,2018,8,9,Online,0,0,0,148,1,Not_Canceled,Tracy Garcia,4066
INN04067,2,0,1,3,Meal Plan 1,0,Room_Type 1,41,2018,11,3,Offline,0,0,0,112,1,Not_Canceled,Paul Lewis,4067
INN04068,2,0,2,4,Not Selected,0,Room_Type 1,16,2018,11,13,Online,0,0,0,74.8,2,Canceled,Kurt Clark,4068
INN04069,1,0,0,1,Meal Plan 1,1,Room_Type 1,7,2018,11,17,Corporate,1,0,5,67,1,Not_Canceled,Maria Johnson,4069
INN04070,2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2018,7,7,Offline,0,0,0,72.25,1,Not_Canceled,Erica Martinez,4070
INN04071,2,0,1,2,Not Selected,0,Room_Type 1,27,2017,9,18,Online,0,0,0,115,1,Not_Canceled,Anthony Miller,4071
INN04072,2,0,1,3,Meal Plan 1,0,Room_Type 1,71,2018,5,30,Online,0,0,0,119.85,1,Not_Canceled,Deborah Lynch,4072
INN04073,2,0,0,2,Not Selected,0,Room_Type 1,16,2018,10,21,Online,0,0,0,140,2,Not_Canceled,Phillip Velez,4073
INN04074,2,0,1,3,Not Selected,0,Room_Type 1,18,2018,11,7,Offline,0,0,0,66.25,0,Not_Canceled,Paul Jenkins,4074
INN04075,1,0,0,2,Meal Plan 1,0,Room_Type 5,5,2018,5,4,Corporate,1,0,12,106,0,Not_Canceled,Neil Merritt,4075
INN04076,2,0,1,2,Not Selected,0,Room_Type 1,17,2018,12,9,Online,0,0,0,92.67,0,Not_Canceled,Ashley Dougherty,4076
INN04077,2,0,2,3,Meal Plan 1,0,Room_Type 1,159,2018,9,16,Online,0,0,0,130.14,2,Canceled,Stephen Mayer,4077
INN04078,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,4,18,Online,0,0,0,95,1,Not_Canceled,Robert Nunez,4078
INN04079,2,0,2,4,Meal Plan 1,0,Room_Type 1,53,2018,2,27,Online,0,0,0,80.2,0,Not_Canceled,Jennifer Young,4079
INN04080,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2018,10,28,Online,0,0,0,129,1,Not_Canceled,Mitchell Sullivan,4080
INN04081,2,1,1,3,Meal Plan 1,0,Room_Type 1,235,2018,10,27,Online,0,0,0,106.25,0,Canceled,Matthew Daniels,4081
INN04082,2,0,0,2,Meal Plan 1,0,Room_Type 4,6,2018,2,19,Online,0,0,0,107,2,Not_Canceled,Jonathan Underwood,4082
INN04083,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled,Terry Lozano,4083
INN04084,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87,0,Not_Canceled,Kayla Fields,4084
INN04085,2,1,0,3,Meal Plan 1,0,Room_Type 1,38,2018,3,24,Online,0,0,0,133.8,0,Canceled,James Snyder,4085
INN04086,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,1,Canceled,Kaylee Hanna,4086
INN04087,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled,Larry Davis,4087
INN04088,3,0,0,2,Meal Plan 1,0,Room_Type 4,96,2018,10,26,Online,0,0,0,110.97,0,Canceled,Emily Lucas,4088
INN04089,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled,Beth Brown,4089
INN04090,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,Joseph Williamson,4090
INN04091,1,0,0,1,Meal Plan 1,0,Room_Type 1,125,2018,7,29,Online,0,0,0,99.9,0,Not_Canceled,Micheal Carpenter,4091
INN04092,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,10,5,Offline,0,0,0,85,0,Not_Canceled,Leslie Harris,4092
INN04093,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Online,0,0,0,224.67,0,Canceled,Ashley Garner,4093
INN04094,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Online,0,0,0,90,0,Canceled,Jonathan Lyons,4094
INN04095,2,1,3,6,Meal Plan 1,0,Room_Type 4,199,2018,7,23,Online,0,0,0,94.51,2,Not_Canceled,Courtney Kelly,4095
INN04096,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled,Scott Hall,4096
INN04097,2,0,0,2,Meal Plan 1,0,Room_Type 1,286,2018,12,9,Online,0,0,0,78.3,2,Not_Canceled,Ashley Anderson,4097
INN04098,2,0,0,1,Not Selected,0,Room_Type 1,115,2018,10,13,Online,0,0,0,108,0,Canceled,Emily Thompson,4098
INN04099,3,0,0,4,Meal Plan 1,0,Room_Type 6,31,2018,9,7,Online,0,0,0,152.81,1,Canceled,Tracy Shields,4099
INN04100,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled,Joseph Garcia,4100
INN04101,2,0,0,2,Not Selected,0,Room_Type 1,86,2018,8,12,Online,0,0,0,107.1,1,Not_Canceled,Micheal Powers,4101
INN04102,2,0,2,4,Meal Plan 1,0,Room_Type 1,171,2018,8,11,Online,0,0,0,99.45,1,Not_Canceled,Heather Mcknight,4102
INN04103,1,0,0,2,Meal Plan 1,1,Room_Type 1,6,2018,3,1,Corporate,1,2,23,68,1,Not_Canceled,Theresa Wright,4103
INN04104,1,0,1,1,Meal Plan 1,0,Room_Type 1,18,2018,2,20,Online,0,0,0,86,1,Not_Canceled,Madeline Stewart,4104
INN04105,2,0,2,5,Meal Plan 1,0,Room_Type 1,251,2018,12,31,Online,0,0,0,79.29,0,Canceled,Samuel Morris,4105
INN04106,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled,Judy Leonard,4106
INN04107,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,5,18,Offline,0,0,0,103.2,0,Not_Canceled,Erika Hernandez,4107
INN04108,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90,0,Canceled,Jordan Moody,4108
INN04109,2,2,1,2,Meal Plan 1,0,Room_Type 6,58,2018,10,21,Online,0,0,0,198,2,Not_Canceled,David Chase,4109
INN04110,3,0,0,4,Meal Plan 1,0,Room_Type 4,87,2018,6,29,Online,0,0,0,146.7,1,Not_Canceled,Christine Boyd,4110
INN04111,2,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,5,9,Online,0,0,0,126,1,Not_Canceled,Amy Sanchez,4111
INN04112,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70,0,Canceled,Gina Mcdonald,4112
INN04113,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,2017,10,27,Corporate,0,0,0,95,1,Not_Canceled,Jessica Johnson,4113
INN04114,2,0,2,4,Not Selected,0,Room_Type 1,133,2018,12,22,Online,0,0,0,74.8,2,Canceled,Diana Cantu,4114
INN04115,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90,0,Not_Canceled,Joshua Byrd,4115
